study_accession	sample_accession	experiment_accession	run_accession	library_strategy	read_count	experiment_title	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sra_aspera	sample_alias	sample_title
PRJEB6070	SAMEA2466969	ERX445244	ERR479412	WGS	4007142	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479412/ERR479412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479412/ERR479412_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479412/ERR479412_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479412/ERR479412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479412/CCIS96387239ST-4-0_12s006294-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479412/CCIS96387239ST-4-0_12s006294-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479412	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479412	CCIS96387239ST-4-0	Human stool sample
PRJEB6070	SAMEA2466894	ERX445245	ERR479413	WGS	9379265	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479413/ERR479413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479413/ERR479413_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479413/ERR479413_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479413/ERR479413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479413/CCIS98482370ST-3-0_11s002717-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479413/CCIS98482370ST-3-0_11s002717-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479413	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479413	CCIS98482370ST-3-0	Human stool sample
PRJEB6070	SAMEA2466894	ERX445246	ERR479414	WGS	8897707	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479414/ERR479414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479414/ERR479414_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479414/ERR479414_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479414/ERR479414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479414/CCIS98482370ST-3-0_11s002717-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479414/CCIS98482370ST-3-0_11s002717-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479414	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479414	CCIS98482370ST-3-0	Human stool sample
PRJEB6070	SAMEA2466948	ERX445247	ERR479415	WGS	10332091	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479415/ERR479415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479415/ERR479415_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479415/ERR479415_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479415/ERR479415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479415/CCIS98512455ST-4-0_11s004161-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479415/CCIS98512455ST-4-0_11s004161-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479415	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479415	CCIS98512455ST-4-0	Human stool sample
PRJEB6070	SAMEA2466948	ERX445248	ERR479416	WGS	10265570	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479416/ERR479416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479416/ERR479416_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479416/ERR479416_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479416/ERR479416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479416/CCIS98512455ST-4-0_11s004161-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479416/CCIS98512455ST-4-0_11s004161-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479416	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479416	CCIS98512455ST-4-0	Human stool sample
PRJEB6070	SAMEA2466964	ERX445249	ERR479417	WGS	13694137	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479417/ERR479417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479417/ERR479417_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479417/ERR479417_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479417/ERR479417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479417/CCIS98832363ST-4-0_11s003725-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479417/CCIS98832363ST-4-0_11s003725-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479417	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479417	CCIS98832363ST-4-0	Human stool sample
PRJEB6070	SAMEA2466964	ERX445250	ERR479418	WGS	17068354	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479418/ERR479418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479418/ERR479418_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479418/ERR479418_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479418/ERR479418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479418/CCIS98832363ST-4-0_11s003725-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479418/CCIS98832363ST-4-0_11s003725-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479418	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479418	CCIS98832363ST-4-0	Human stool sample
PRJEB6070	SAMEA2467066	ERX445251	ERR479419	WGS	9570153	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479419/ERR479419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479419/ERR479419_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479419/ERR479419_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479419/ERR479419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479419/CCMD11006829ST-21-0_13s004639-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479419/CCMD11006829ST-21-0_13s004639-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479419	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479419	CCMD11006829ST-21-0	Human stool sample
PRJEB6070	SAMEA2467066	ERX445252	ERR479420	WGS	9628683	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479420/ERR479420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479420/ERR479420_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479420/ERR479420_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479420/ERR479420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479420/CCMD11006829ST-21-0_13s004639-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479420/CCMD11006829ST-21-0_13s004639-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479420	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479420	CCMD11006829ST-21-0	Human stool sample
PRJEB6070	SAMEA2467066	ERX445253	ERR479421	WGS	9574540	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479421/ERR479421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479421/ERR479421_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479421/ERR479421_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479421/ERR479421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479421/CCMD11006829ST-21-0_13s004639-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479421/CCMD11006829ST-21-0_13s004639-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479421	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479421	CCMD11006829ST-21-0	Human stool sample
PRJEB6070	SAMEA2467066	ERX445254	ERR479422	WGS	9676453	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479422/ERR479422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479422/ERR479422_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479422/ERR479422_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479422/ERR479422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479422/CCMD11006829ST-21-0_13s004639-4-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479422/CCMD11006829ST-21-0_13s004639-4-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479422	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479422	CCMD11006829ST-21-0	Human stool sample
PRJEB6070	SAMEA2467077	ERX445255	ERR479423	WGS	2988515	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479423/ERR479423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479423/ERR479423_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479423/ERR479423_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479423/ERR479423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479423/CCMD12232071ST-21-0_13s002973-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479423/CCMD12232071ST-21-0_13s002973-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479423	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479423	CCMD12232071ST-21-0	Human stool sample
PRJEB6070	SAMEA2467077	ERX445256	ERR479424	WGS	6440800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479424/ERR479424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479424/ERR479424_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479424/ERR479424_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479424/ERR479424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479424/CCMD12232071ST-21-0_13s002973-1-2_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479424/CCMD12232071ST-21-0_13s002973-1-2_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479424	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479424	CCMD12232071ST-21-0	Human stool sample
PRJEB6070	SAMEA2467077	ERX445257	ERR479425	WGS	6243454	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479425/ERR479425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479425/ERR479425_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479425/ERR479425_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479425/ERR479425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479425/CCMD12232071ST-21-0_13s002973-2-3_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479425/CCMD12232071ST-21-0_13s002973-2-3_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479425	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479425	CCMD12232071ST-21-0	Human stool sample
PRJEB6070	SAMEA2467077	ERX445258	ERR479426	WGS	6337795	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479426/ERR479426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479426/ERR479426_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479426/ERR479426_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479426/ERR479426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479426/CCMD12232071ST-21-0_13s002973-2-3_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479426/CCMD12232071ST-21-0_13s002973-2-3_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479426	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479426	CCMD12232071ST-21-0	Human stool sample
PRJEB6070	SAMEA2467077	ERX445259	ERR479427	WGS	6522197	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479427/ERR479427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479427/ERR479427_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479427/ERR479427_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479427/ERR479427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479427/CCMD12232071ST-21-0_13s002973-2-3_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479427/CCMD12232071ST-21-0_13s002973-2-3_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479427	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479427	CCMD12232071ST-21-0	Human stool sample
PRJEB6070	SAMEA2467065	ERX445260	ERR479428	WGS	7299582	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479428/ERR479428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479428/ERR479428_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479428/ERR479428_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479428/ERR479428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479428/CCMD13071240ST-21-0_13s004663-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479428/CCMD13071240ST-21-0_13s004663-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479428	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479428	CCMD13071240ST-21-0	Human stool sample
PRJEB6070	SAMEA2467065	ERX445261	ERR479429	WGS	7344217	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479429/ERR479429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479429/ERR479429_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479429/ERR479429_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479429/ERR479429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479429/CCMD13071240ST-21-0_13s004663-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479429/CCMD13071240ST-21-0_13s004663-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479429	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479429	CCMD13071240ST-21-0	Human stool sample
PRJEB6070	SAMEA2467065	ERX445262	ERR479430	WGS	7305643	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479430/ERR479430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479430/ERR479430_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479430/ERR479430_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479430/ERR479430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479430/CCMD13071240ST-21-0_13s004663-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479430/CCMD13071240ST-21-0_13s004663-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479430	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479430	CCMD13071240ST-21-0	Human stool sample
PRJEB6070	SAMEA2467065	ERX445263	ERR479431	WGS	7376133	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479431/ERR479431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479431/ERR479431_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479431/ERR479431_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479431/ERR479431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479431/CCMD13071240ST-21-0_13s004663-4-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479431/CCMD13071240ST-21-0_13s004663-4-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479431	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479431	CCMD13071240ST-21-0	Human stool sample
PRJEB6070	SAMEA2467064	ERX445264	ERR479432	WGS	4164962	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479432/ERR479432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479432/ERR479432_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479432/ERR479432_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479432/ERR479432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479432/CCMD13934959ST-21-0_13s004669-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479432/CCMD13934959ST-21-0_13s004669-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479432	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479432	CCMD13934959ST-21-0	Human stool sample
PRJEB6070	SAMEA2467064	ERX445265	ERR479433	WGS	4316991	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479433/ERR479433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479433/ERR479433_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479433/ERR479433_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479433/ERR479433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479433/CCMD13934959ST-21-0_13s004669-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479433/CCMD13934959ST-21-0_13s004669-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479433	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479433	CCMD13934959ST-21-0	Human stool sample
PRJEB6070	SAMEA2467064	ERX445266	ERR479434	WGS	4227909	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479434/ERR479434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479434/ERR479434_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479434/ERR479434_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479434/ERR479434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479434/CCMD13934959ST-21-0_13s004669-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479434/CCMD13934959ST-21-0_13s004669-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479434	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479434	CCMD13934959ST-21-0	Human stool sample
PRJEB6070	SAMEA2467064	ERX445267	ERR479435	WGS	4213724	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479435/ERR479435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479435/ERR479435_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479435/ERR479435_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479435/ERR479435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479435/CCMD13934959ST-21-0_13s004669-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479435/CCMD13934959ST-21-0_13s004669-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479435	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479435	CCMD13934959ST-21-0	Human stool sample
PRJEB6070	SAMEA2467063	ERX445268	ERR479436	WGS	7542683	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479436/ERR479436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479436/ERR479436_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479436/ERR479436_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479436/ERR479436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479436/CCMD14479708ST-21-0_13s004657-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479436/CCMD14479708ST-21-0_13s004657-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479436	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479436	CCMD14479708ST-21-0	Human stool sample
PRJEB6070	SAMEA2467063	ERX445269	ERR479437	WGS	7763116	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479437/ERR479437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479437/ERR479437_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479437/ERR479437_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479437/ERR479437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479437/CCMD14479708ST-21-0_13s004657-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479437/CCMD14479708ST-21-0_13s004657-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479437	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479437	CCMD14479708ST-21-0	Human stool sample
